Start Time,End Time,Tag,Note,Tree Type,Is Success
Wed Apr 20 01:28:39 GMT+03:00 2022,Wed Apr 20 01:53:39 GMT+03:00 2022,COM 100H,,Lily Flower,TRUE
Wed Apr 20 03:44:46 GMT+03:00 2022,Wed Apr 20 04:09:46 GMT+03:00 2022,COM 100H,,Lily Flower,TRUE
Wed Apr 20 04:11:47 GMT+03:00 2022,Wed Apr 20 04:31:47 GMT+03:00 2022,COM 100H,,Lily Flower,TRUE
Wed Apr 20 05:23:54 GMT+03:00 2022,Wed Apr 20 05:48:54 GMT+03:00 2022,COM 100H,,Lily Flower,TRUE
Wed Apr 20 05:49:02 GMT+03:00 2022,Wed Apr 20 06:09:02 GMT+03:00 2022,COM 100H,,Lily Flower,TRUE
Wed Apr 20 06:25:38 GMT+03:00 2022,Wed Apr 20 06:50:38 GMT+03:00 2022,COM 100H,,Lily Flower,TRUE
Wed Apr 20 06:52:29 GMT+03:00 2022,Wed Apr 20 07:12:29 GMT+03:00 2022,COM 100H,,Lily Flower,TRUE
Wed Apr 20 19:05:09 GMT+03:00 2022,Wed Apr 20 19:30:09 GMT+03:00 2022,COM 100H,,Lily Flower,TRUE
Thu Apr 21 05:53:40 GMT+03:00 2022,Thu Apr 21 06:13:40 GMT+03:00 2022,DSP 441,,Weeping Willow,TRUE
Thu Apr 21 06:15:33 GMT+03:00 2022,Thu Apr 21 06:35:33 GMT+03:00 2022,DSP 441,,Weeping Willow,TRUE
Fri Apr 22 02:07:35 GMT+03:00 2022,Fri Apr 22 02:27:35 GMT+03:00 2022,DSP 441,,Weeping Willow,TRUE
Fri Apr 22 04:09:13 GMT+03:00 2022,Fri Apr 22 04:34:13 GMT+03:00 2022,DSP 441,,Weeping Willow,TRUE
Fri Apr 22 04:39:05 GMT+03:00 2022,Fri Apr 22 04:59:05 GMT+03:00 2022,DSP 441,,Weeping Willow,TRUE
Fri Apr 22 05:43:53 GMT+03:00 2022,Fri Apr 22 06:03:53 GMT+03:00 2022,PHL 212,,Bush,TRUE
Sat Apr 23 00:50:12 GMT+03:00 2022,Sat Apr 23 01:10:12 GMT+03:00 2022,PHL 212,,Bush,TRUE
Sat Apr 23 05:50:59 GMT+03:00 2022,Sat Apr 23 06:15:59 GMT+03:00 2022,PHL 212,,Bush,TRUE
Sun Apr 24 05:38:54 GMT+03:00 2022,Sun Apr 24 06:03:54 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Sun Apr 24 06:17:58 GMT+03:00 2022,Sun Apr 24 06:42:58 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Sun Apr 24 07:47:46 GMT+03:00 2022,Sun Apr 24 08:12:46 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Mon Apr 25 03:42:49 GMT+03:00 2022,Mon Apr 25 04:07:49 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Mon Apr 25 04:33:36 GMT+03:00 2022,Mon Apr 25 04:58:36 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Mon Apr 25 05:17:09 GMT+03:00 2022,Mon Apr 25 05:32:09 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Mon Apr 25 05:35:08 GMT+03:00 2022,Mon Apr 25 06:00:08 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Tue Apr 26 23:00:59 GMT+03:00 2022,Tue Apr 26 23:25:59 GMT+03:00 2022,DSP 441,,Weeping Willow,TRUE
Tue Apr 26 23:46:35 GMT+03:00 2022,Wed Apr 27 00:11:35 GMT+03:00 2022,DSP 441,,Weeping Willow,TRUE
Wed Apr 27 00:17:09 GMT+03:00 2022,Wed Apr 27 00:27:09 GMT+03:00 2022,DSP 441,,Weeping Willow,TRUE
Thu Apr 28 02:23:19 GMT+03:00 2022,Thu Apr 28 02:48:19 GMT+03:00 2022,PHL 212,,Bush,TRUE
Thu Apr 28 03:17:49 GMT+03:00 2022,Thu Apr 28 03:37:49 GMT+03:00 2022,PHL 212,,Bush,TRUE
Thu Apr 28 05:53:31 GMT+03:00 2022,Thu Apr 28 06:13:31 GMT+03:00 2022,PHL 212,,Bush,TRUE
Thu Apr 28 06:16:11 GMT+03:00 2022,Thu Apr 28 06:36:11 GMT+03:00 2022,PHL 212,,Bush,TRUE
Thu Apr 28 06:50:16 GMT+03:00 2022,Thu Apr 28 07:10:16 GMT+03:00 2022,PHL 212,,Bush,TRUE
Thu Apr 28 23:08:46 GMT+03:00 2022,Thu Apr 28 23:33:46 GMT+03:00 2022,PHL 212,,Bush,TRUE
Fri Apr 29 16:11:05 GMT+03:00 2022,Fri Apr 29 16:36:05 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Fri Apr 29 16:50:45 GMT+03:00 2022,Fri Apr 29 17:05:45 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Fri Apr 29 17:06:29 GMT+03:00 2022,Fri Apr 29 17:36:29 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Fri Apr 29 18:08:05 GMT+03:00 2022,Fri Apr 29 18:23:05 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Fri Apr 29 19:11:12 GMT+03:00 2022,Fri Apr 29 19:31:12 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Fri Apr 29 22:33:14 GMT+03:00 2022,Fri Apr 29 22:53:14 GMT+03:00 2022,PHL 212,,Bush,TRUE
Sat Apr 30 02:38:08 GMT+03:00 2022,Sat Apr 30 02:53:08 GMT+03:00 2022,PHL 212,,Bush,TRUE
Sat Apr 30 17:05:13 GMT+03:00 2022,Sat Apr 30 17:25:13 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Sat Apr 30 18:21:28 GMT+03:00 2022,Sat Apr 30 18:46:28 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Sat Apr 30 23:33:58 GMT+03:00 2022,Sat Apr 30 23:58:58 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Sun May 01 00:07:16 GMT+03:00 2022,Sun May 01 00:27:16 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Sun May 01 00:53:51 GMT+03:00 2022,Sun May 01 01:18:51 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Sun May 01 01:22:42 GMT+03:00 2022,Sun May 01 01:47:42 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Sun May 01 01:48:36 GMT+03:00 2022,Sun May 01 02:13:36 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Sun May 01 04:42:32 GMT+03:00 2022,Sun May 01 05:17:32 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Sun May 01 16:15:48 GMT+03:00 2022,Sun May 01 16:40:48 GMT+03:00 2022,PHL 212,,Bush,TRUE
Sun May 01 16:54:53 GMT+03:00 2022,Sun May 01 17:19:53 GMT+03:00 2022,PHL 212,,Bush,TRUE
Sun May 01 17:20:03 GMT+03:00 2022,Sun May 01 17:45:03 GMT+03:00 2022,PHL 212,,Bush,TRUE
Sun May 01 19:43:38 GMT+03:00 2022,Sun May 01 20:03:38 GMT+03:00 2022,DSP 441,,Weeping Willow,TRUE
Sun May 01 20:09:19 GMT+03:00 2022,Sun May 01 20:29:19 GMT+03:00 2022,DSP 441,,Weeping Willow,TRUE
Sun May 01 20:54:43 GMT+03:00 2022,Sun May 01 21:14:43 GMT+03:00 2022,COM 100H,,Lily Flower,TRUE
Mon May 02 15:17:53 GMT+03:00 2022,Mon May 02 15:32:53 GMT+03:00 2022,COM 100H,,Lily Flower,TRUE
Wed May 04 20:57:55 GMT+03:00 2022,Wed May 04 21:22:55 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Wed May 04 21:51:29 GMT+03:00 2022,Wed May 04 22:11:29 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Wed May 04 22:33:30 GMT+03:00 2022,Wed May 04 22:53:30 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Wed May 04 23:05:11 GMT+03:00 2022,Wed May 04 23:30:11 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Thu May 05 03:44:03 GMT+03:00 2022,Thu May 05 04:09:03 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Thu May 05 04:30:28 GMT+03:00 2022,Thu May 05 04:50:28 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Thu May 05 05:02:56 GMT+03:00 2022,Thu May 05 05:22:56 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Thu May 05 15:58:02 GMT+03:00 2022,Thu May 05 16:18:02 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Thu May 05 16:19:00 GMT+03:00 2022,Thu May 05 16:39:00 GMT+03:00 2022,DSP 393G,,Mushroom,TRUE
Sat May 07 21:08:09 GMT+03:00 2022,Sat May 07 21:28:09 GMT+03:00 2022,PHL 212,,Bush,TRUE
Sat May 07 21:45:58 GMT+03:00 2022,Sat May 07 22:05:58 GMT+03:00 2022,PHL 212,,Bush,TRUE
Sat May 07 22:48:51 GMT+03:00 2022,Sat May 07 23:08:51 GMT+03:00 2022,PHL 212,,Bush,TRUE
Sun May 08 01:18:50 GMT+03:00 2022,Sun May 08 01:38:50 GMT+03:00 2022,PHL 212,,Bush,TRUE
Sun May 08 20:01:57 GMT+03:00 2022,Sun May 08 20:26:57 GMT+03:00 2022,COM 100H,,Bush,TRUE
Sun May 08 20:58:38 GMT+03:00 2022,Sun May 08 21:23:38 GMT+03:00 2022,COM 100H,,Bush,TRUE
Sun May 08 21:37:39 GMT+03:00 2022,Sun May 08 21:52:39 GMT+03:00 2022,COM 100H,,Bush,TRUE
Mon May 09 02:04:55 GMT+03:00 2022,Mon May 09 02:29:55 GMT+03:00 2022,COM 100H,,Bush,TRUE
Mon May 09 02:32:03 GMT+03:00 2022,Mon May 09 02:57:03 GMT+03:00 2022,COM 100H,,Bush,TRUE
Mon May 09 20:01:19 GMT+03:00 2022,Mon May 09 20:26:19 GMT+03:00 2022,DSP 441,,Weeping Willow,TRUE
Mon May 09 22:27:14 GMT+03:00 2022,Mon May 09 22:47:14 GMT+03:00 2022,DSP 441,,Weeping Willow,TRUE
Mon May 09 22:57:06 GMT+03:00 2022,Mon May 09 23:07:06 GMT+03:00 2022,DSP 441,,Weeping Willow,TRUE
Tue May 10 03:59:53 GMT+03:00 2022,Tue May 10 04:19:53 GMT+03:00 2022,DSP 441,,Weeping Willow,TRUE
Tue May 10 05:04:54 GMT+03:00 2022,Tue May 10 05:29:54 GMT+03:00 2022,DSP 441,,Weeping Willow,TRUE
Tue May 10 15:48:34 GMT+03:00 2022,Tue May 10 16:13:34 GMT+03:00 2022,DSP 441,,Weeping Willow,TRUE
Tue May 10 17:03:41 GMT+03:00 2022,Tue May 10 17:28:41 GMT+03:00 2022,DSP 441,,Weeping Willow,TRUE
Tue May 10 18:30:29 GMT+03:00 2022,Tue May 10 18:50:29 GMT+03:00 2022,DSP 441,,Weeping Willow,TRUE
Tue May 10 20:02:04 GMT+03:00 2022,Tue May 10 20:22:04 GMT+03:00 2022,DSP 441,,Weeping Willow,TRUE
Tue May 10 20:41:46 GMT+03:00 2022,Tue May 10 21:01:46 GMT+03:00 2022,DSP 441,,Weeping Willow,TRUE
Tue May 10 21:37:22 GMT+03:00 2022,Tue May 10 21:57:22 GMT+03:00 2022,DSP 441,,Weeping Willow,TRUE
Tue May 10 23:45:33 GMT+03:00 2022,Wed May 11 00:05:33 GMT+03:00 2022,DSP 441,,Weeping Willow,TRUE
Wed May 11 00:32:02 GMT+03:00 2022,Wed May 11 00:52:02 GMT+03:00 2022,DSP 441,,Weeping Willow,TRUE
Wed May 11 02:39:55 GMT+03:00 2022,Wed May 11 02:59:55 GMT+03:00 2022,DSP 441,,Weeping Willow,TRUE
Wed May 11 03:57:00 GMT+03:00 2022,Wed May 11 04:17:00 GMT+03:00 2022,DSP 441,,Weeping Willow,TRUE
Wed May 11 04:22:57 GMT+03:00 2022,Wed May 11 04:32:57 GMT+03:00 2022,DSP 441,,Weeping Willow,TRUE
Mon May 23 11:04:33 GMT+03:00 2022,Mon May 23 11:29:33 GMT+03:00 2022,Other,تجهيز اختبار القيادة,Ghost Mushroom,TRUE
Mon May 23 13:37:23 GMT+03:00 2022,Mon May 23 13:57:23 GMT+03:00 2022,Other,,Ghost Mushroom,TRUE
Mon May 23 14:16:00 GMT+03:00 2022,Mon May 23 14:36:00 GMT+03:00 2022,Other,,Ghost Mushroom,TRUE
Wed May 25 18:51:20 GMT+03:00 2022,Wed May 25 19:26:20 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Thu May 26 13:21:19 GMT+03:00 2022,Thu May 26 13:51:19 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Thu May 26 14:09:49 GMT+03:00 2022,Thu May 26 14:39:49 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Thu May 26 15:09:43 GMT+03:00 2022,Thu May 26 15:39:43 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Fri May 27 11:06:06 GMT+03:00 2022,Fri May 27 11:31:06 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Fri May 27 11:49:31 GMT+03:00 2022,Fri May 27 12:09:31 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Fri May 27 13:01:20 GMT+03:00 2022,Fri May 27 13:16:20 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Fri May 27 14:24:19 GMT+03:00 2022,Fri May 27 14:44:19 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Fri May 27 14:53:21 GMT+03:00 2022,Fri May 27 15:13:21 GMT+03:00 2022,Investment,,Mushroom,TRUE
Fri May 27 17:15:30 GMT+03:00 2022,Fri May 27 17:35:30 GMT+03:00 2022,Investment,,Mushroom,TRUE
Sat May 28 12:45:14 GMT+03:00 2022,Sat May 28 13:05:14 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Sat May 28 15:15:34 GMT+03:00 2022,Sat May 28 15:45:34 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Sat May 28 18:12:53 GMT+03:00 2022,Sat May 28 18:32:53 GMT+03:00 2022,Other,,Statue of Tada,TRUE
Thu Jun 02 13:15:33 GMT+03:00 2022,Thu Jun 02 13:35:33 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Thu Jun 02 14:12:43 GMT+03:00 2022,Thu Jun 02 14:37:43 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Thu Jun 02 17:02:15 GMT+03:00 2022,Thu Jun 02 17:22:15 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Fri Jun 03 11:23:52 GMT+03:00 2022,Fri Jun 03 11:43:52 GMT+03:00 2022,Investment,,Mushroom,TRUE
Fri Jun 03 12:09:43 GMT+03:00 2022,Fri Jun 03 12:29:43 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Fri Jun 03 14:22:10 GMT+03:00 2022,Fri Jun 03 14:42:10 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Fri Jun 03 21:17:26 GMT+03:00 2022,Fri Jun 03 21:37:26 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Sat Jun 04 12:12:57 GMT+03:00 2022,Sat Jun 04 12:32:57 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Sat Jun 04 14:42:18 GMT+03:00 2022,Sat Jun 04 15:02:18 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Sun Jun 05 18:08:54 GMT+03:00 2022,Sun Jun 05 18:28:54 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Sun Jun 05 19:18:03 GMT+03:00 2022,Sun Jun 05 19:38:03 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Wed Jun 08 12:26:52 GMT+03:00 2022,Wed Jun 08 12:46:52 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Wed Jun 08 12:52:45 GMT+03:00 2022,Wed Jun 08 13:12:45 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Thu Jun 09 12:59:40 GMT+03:00 2022,Thu Jun 09 13:19:40 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Thu Jun 09 13:31:22 GMT+03:00 2022,Thu Jun 09 13:51:22 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Wed Jun 29 09:26:40 GMT+03:00 2022,Wed Jun 29 09:46:40 GMT+03:00 2022,Power Bi,,Sunflower,TRUE
Wed Jun 29 09:48:08 GMT+03:00 2022,Wed Jun 29 10:03:08 GMT+03:00 2022,Power Bi,,Sunflower,TRUE
Wed Jun 29 10:06:48 GMT+03:00 2022,Wed Jun 29 10:26:48 GMT+03:00 2022,Power Bi,,Sunflower,TRUE
Wed Jun 29 10:38:57 GMT+03:00 2022,Wed Jun 29 10:53:57 GMT+03:00 2022,Power Bi,,Sunflower,TRUE
Sun Jul 03 08:30:43 GMT+03:00 2022,Sun Jul 03 08:50:43 GMT+03:00 2022,Power Bi,,Sunflower,TRUE
Sun Jul 03 08:58:56 GMT+03:00 2022,Sun Jul 03 09:18:56 GMT+03:00 2022,Power Bi,,Sunflower,TRUE
Mon Jul 04 07:09:50 GMT+03:00 2022,Mon Jul 04 07:29:50 GMT+03:00 2022,Power Bi,,Sunflower,TRUE
Mon Jul 04 07:45:51 GMT+03:00 2022,Mon Jul 04 08:05:51 GMT+03:00 2022,Power Bi,,Sunflower,TRUE
Mon Jul 04 08:27:30 GMT+03:00 2022,Mon Jul 04 08:47:30 GMT+03:00 2022,Power Bi,,Sunflower,TRUE
Tue Jul 05 09:51:01 GMT+03:00 2022,Tue Jul 05 10:11:01 GMT+03:00 2022,Power Bi,,Sunflower,TRUE
Wed Jul 06 07:57:06 GMT+03:00 2022,Wed Jul 06 08:17:06 GMT+03:00 2022,Power Bi,,Sunflower,TRUE
Tue Jul 12 15:51:20 GMT+03:00 2022,Tue Jul 12 16:11:20 GMT+03:00 2022,Power Bi,,Sunflower,TRUE
Mon Jul 18 07:22:24 GMT+03:00 2022,Mon Jul 18 07:42:24 GMT+03:00 2022,Power Bi,,Sunflower,TRUE
Mon Jul 18 07:48:49 GMT+03:00 2022,Mon Jul 18 08:03:49 GMT+03:00 2022,Power Bi,,Sunflower,TRUE
Mon Jul 18 09:22:26 GMT+03:00 2022,Mon Jul 18 09:42:26 GMT+03:00 2022,Power Bi,,Sunflower,TRUE
Mon Jul 18 14:27:09 GMT+03:00 2022,Mon Jul 18 15:27:09 GMT+03:00 2022,Power Bi,,Sunflower,TRUE
Tue Jul 19 10:03:36 GMT+03:00 2022,Tue Jul 19 10:23:36 GMT+03:00 2022,AI (nlp),,Forest Spirit,TRUE
Wed Jul 20 08:28:11 GMT+03:00 2022,Wed Jul 20 08:48:11 GMT+03:00 2022,AI (nlp),,Forest Spirit,TRUE
Wed Jul 20 09:31:30 GMT+03:00 2022,Wed Jul 20 09:51:30 GMT+03:00 2022,AI (nlp),,Forest Spirit,TRUE
Wed Jul 20 10:25:32 GMT+03:00 2022,Wed Jul 20 10:40:32 GMT+03:00 2022,AI (nlp),,Forest Spirit,TRUE
Sat Jul 23 14:03:44 GMT+03:00 2022,Sat Jul 23 14:28:44 GMT+03:00 2022,AI (nlp),,Forest Spirit,TRUE
Sat Jul 23 14:44:01 GMT+03:00 2022,Sat Jul 23 15:09:01 GMT+03:00 2022,AI (nlp),,Forest Spirit,TRUE
Sat Jul 23 15:17:35 GMT+03:00 2022,Sat Jul 23 15:42:35 GMT+03:00 2022,AI (nlp),,Forest Spirit,TRUE
Sat Jul 23 15:50:09 GMT+03:00 2022,Sat Jul 23 16:10:09 GMT+03:00 2022,AI (nlp),,Forest Spirit,TRUE
Wed Jul 27 20:10:15 GMT+03:00 2022,Wed Jul 27 20:35:15 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Wed Jul 27 20:37:45 GMT+03:00 2022,Wed Jul 27 21:02:45 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Sat Jul 30 15:36:20 GMT+03:00 2022,Sat Jul 30 16:01:20 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Sat Jul 30 16:03:50 GMT+03:00 2022,Sat Jul 30 16:23:50 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Sat Jul 30 19:43:09 GMT+03:00 2022,Sat Jul 30 20:13:09 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Sat Jul 30 21:35:39 GMT+03:00 2022,Sat Jul 30 21:55:39 GMT+03:00 2022,Excel,,Blue Flower,TRUE
Sun Jul 31 20:20:11 GMT+03:00 2022,Sun Jul 31 20:45:11 GMT+03:00 2022,AI (nlp),,Forest Spirit,TRUE
Sun Jul 31 20:50:26 GMT+03:00 2022,Sun Jul 31 21:15:26 GMT+03:00 2022,AI (nlp),,Forest Spirit,TRUE
Sat Aug 06 09:41:09 GMT+03:00 2022,Sat Aug 06 10:01:09 GMT+03:00 2022,AI (nlp),,Forest Spirit,TRUE
Sat Aug 06 10:12:31 GMT+03:00 2022,Sat Aug 06 10:32:31 GMT+03:00 2022,AI (nlp),,Forest Spirit,TRUE
Sat Aug 06 11:28:27 GMT+03:00 2022,Sat Aug 06 11:38:27 GMT+03:00 2022,AI (nlp),,Forest Spirit,TRUE
Mon Aug 08 09:57:25 GMT+03:00 2022,Mon Aug 08 10:17:25 GMT+03:00 2022,Tableau,,Blue Flower,TRUE
Mon Aug 08 13:10:41 GMT+03:00 2022,Mon Aug 08 13:30:41 GMT+03:00 2022,SQL,,Weeping Willow,TRUE
Mon Aug 08 13:34:55 GMT+03:00 2022,Mon Aug 08 13:44:55 GMT+03:00 2022,Unset,,Weeping Willow,TRUE
Mon Aug 08 13:52:13 GMT+03:00 2022,Mon Aug 08 14:12:13 GMT+03:00 2022,SQL,,Weeping Willow,TRUE
Tue Aug 09 08:03:23 GMT+03:00 2022,Tue Aug 09 08:23:23 GMT+03:00 2022,SQL,,Weeping Willow,TRUE
Tue Aug 09 08:59:07 GMT+03:00 2022,Tue Aug 09 09:19:07 GMT+03:00 2022,SQL,,Weeping Willow,TRUE
Tue Aug 09 09:40:57 GMT+03:00 2022,Tue Aug 09 10:00:57 GMT+03:00 2022,SQL,,Weeping Willow,TRUE
Tue Aug 09 10:22:07 GMT+03:00 2022,Tue Aug 09 10:42:07 GMT+03:00 2022,SQL,,Weeping Willow,TRUE
Tue Aug 09 10:54:56 GMT+03:00 2022,Tue Aug 09 11:14:56 GMT+03:00 2022,SQL,,Weeping Willow,TRUE
Tue Aug 09 12:58:24 GMT+03:00 2022,Tue Aug 09 13:18:24 GMT+03:00 2022,SQL,,Weeping Willow,TRUE
Wed Aug 10 07:41:17 GMT+03:00 2022,Wed Aug 10 08:01:17 GMT+03:00 2022,SQL,,Weeping Willow,TRUE
Wed Aug 10 08:09:41 GMT+03:00 2022,Wed Aug 10 08:29:41 GMT+03:00 2022,SQL,,Weeping Willow,TRUE
Wed Aug 10 08:50:20 GMT+03:00 2022,Wed Aug 10 09:10:20 GMT+03:00 2022,SQL,,Weeping Willow,TRUE
Wed Aug 10 09:28:52 GMT+03:00 2022,Wed Aug 10 09:48:52 GMT+03:00 2022,SQL,,Weeping Willow,TRUE
Wed Aug 10 10:48:10 GMT+03:00 2022,Wed Aug 10 11:08:10 GMT+03:00 2022,SQL,,Weeping Willow,TRUE
Wed Aug 10 13:03:01 GMT+03:00 2022,Wed Aug 10 13:23:01 GMT+03:00 2022,SQL,,Weeping Willow,TRUE
Thu Aug 11 08:17:30 GMT+03:00 2022,Thu Aug 11 08:37:30 GMT+03:00 2022,SQL,,Weeping Willow,TRUE
Thu Aug 11 09:01:56 GMT+03:00 2022,Thu Aug 11 09:21:56 GMT+03:00 2022,SQL,,Weeping Willow,TRUE
Thu Aug 11 09:34:24 GMT+03:00 2022,Thu Aug 11 09:54:24 GMT+03:00 2022,SQL,,Weeping Willow,TRUE
Sun Aug 14 07:57:38 GMT+03:00 2022,Sun Aug 14 08:17:38 GMT+03:00 2022,SQL,,Weeping Willow,TRUE
Sun Aug 14 08:34:10 GMT+03:00 2022,Sun Aug 14 08:54:10 GMT+03:00 2022,SQL,,Weeping Willow,TRUE
Sun Aug 14 10:20:49 GMT+03:00 2022,Sun Aug 14 10:40:49 GMT+03:00 2022,SQL,,Weeping Willow,TRUE
Wed Sep 07 02:48:16 GMT+03:00 2022,Wed Sep 07 03:13:16 GMT+03:00 2022,CSC 220,,Blue Flower,TRUE
Wed Sep 07 03:41:05 GMT+03:00 2022,Wed Sep 07 03:56:05 GMT+03:00 2022,CSC 220,,Blue Flower,TRUE
Tue Sep 13 00:02:22 GMT+03:00 2022,Tue Sep 13 00:47:22 GMT+03:00 2022,BIA 456,,Forest Spirit,TRUE
Tue Sep 13 01:02:13 GMT+03:00 2022,Tue Sep 13 01:32:13 GMT+03:00 2022,BIA 456,,Forest Spirit,TRUE
Tue Sep 13 02:23:16 GMT+03:00 2022,Tue Sep 13 02:53:16 GMT+03:00 2022,PSY 103,,Sunflower,TRUE
Wed Sep 14 04:11:09 GMT+03:00 2022,Wed Sep 14 04:31:09 GMT+03:00 2022,MKT 265,,Mushroom,TRUE
Wed Sep 14 19:18:13 GMT+03:00 2022,Wed Sep 14 20:18:13 GMT+03:00 2022,CSC 220,,Blue Flower,TRUE
Thu Sep 15 01:17:21 GMT+03:00 2022,Thu Sep 15 02:02:21 GMT+03:00 2022,BIA 456,,Forest Spirit,TRUE
Thu Sep 15 02:09:12 GMT+03:00 2022,Thu Sep 15 02:39:12 GMT+03:00 2022,BIA 456,,Forest Spirit,TRUE
Thu Sep 15 03:00:36 GMT+03:00 2022,Thu Sep 15 03:25:36 GMT+03:00 2022,BIA 456,,Forest Spirit,TRUE
Thu Sep 15 03:40:19 GMT+03:00 2022,Thu Sep 15 04:00:19 GMT+03:00 2022,BIA 456,,Forest Spirit,TRUE
Thu Sep 15 04:08:44 GMT+03:00 2022,Thu Sep 15 04:28:44 GMT+03:00 2022,BIA 456,,Forest Spirit,TRUE
Thu Sep 15 04:58:44 GMT+03:00 2022,Thu Sep 15 05:18:44 GMT+03:00 2022,BIA 456,,Forest Spirit,TRUE
Fri Sep 16 17:16:22 GMT+03:00 2022,Fri Sep 16 17:46:22 GMT+03:00 2022,CSC 220,,Blue Flower,TRUE
Fri Sep 16 18:10:22 GMT+03:00 2022,Fri Sep 16 18:40:22 GMT+03:00 2022,CSC 220,,Blue Flower,TRUE
Sat Sep 17 19:18:21 GMT+03:00 2022,Sat Sep 17 19:38:21 GMT+03:00 2022,Study,,Star Coral,TRUE
Sun Sep 18 17:48:26 GMT+03:00 2022,Sun Sep 18 18:13:26 GMT+03:00 2022,BIA 456,,Forest Spirit,TRUE
Sun Sep 18 19:19:45 GMT+03:00 2022,Sun Sep 18 19:49:45 GMT+03:00 2022,BIA 456,,Forest Spirit,TRUE
Sun Sep 18 20:19:08 GMT+03:00 2022,Sun Sep 18 20:39:08 GMT+03:00 2022,BIA 456,,Forest Spirit,TRUE
Sun Sep 18 22:28:04 GMT+03:00 2022,Sun Sep 18 22:53:04 GMT+03:00 2022,BIA 456,,Forest Spirit,TRUE
Mon Sep 19 01:07:39 GMT+03:00 2022,Mon Sep 19 01:42:39 GMT+03:00 2022,BIA 456,,Forest Spirit,TRUE
Mon Sep 19 21:58:38 GMT+03:00 2022,Mon Sep 19 22:23:38 GMT+03:00 2022,PSY 103,,Sunflower,TRUE
Mon Sep 19 22:30:19 GMT+03:00 2022,Mon Sep 19 22:55:19 GMT+03:00 2022,PSY 103,,Sunflower,TRUE
Mon Sep 19 23:33:34 GMT+03:00 2022,Mon Sep 19 23:53:34 GMT+03:00 2022,PSY 103,,Sunflower,TRUE
Tue Sep 27 00:47:08 GMT+03:00 2022,Tue Sep 27 01:07:08 GMT+03:00 2022,BIA 456,,Forest Spirit,TRUE
